"","...1","date","EmployeeStatus","reviewer_id","rating_overall.2.11.","rating_workfamily","rating_culture","rating_diversity","rating_leadership","rating_opportunity","rating_compensation","review_pros","review_cons","ceo_approval","Company"
"119",256,2022-04-08 15:54:45,FALSE,62509568,5,4,4,5,4,4,4,"Decent pay, Great ESPP program, Great CPU products","Can be chaotic\r\nGrowing pains\r\nGPU biz (software) is forever lagging the industry","1","Advanced Micro Device"
"120",257,2022-05-12 06:55:10,TRUE,64032924,5,3,5,5,5,5,4,"Best Culture and latest technology","need more engineers to keep up with R&amp;D demand","1","Advanced Micro Device"
"121",261,2022-03-13 20:00:15,TRUE,61124560,5,4,4,4,4,5,4,"A lot of things to learn.","A lot of tight schedule and compensation not as good as outside","1","Advanced Micro Device"
"122",262,2022-03-07 22:26:56,TRUE,60777806,4,5,5,5,5,5,5,"Good Package, Work-life balance, Recognition","There is nothing at the moment. Company is doing good at the moment","1","Advanced Micro Device"
"123",264,2022-03-09 10:01:12,TRUE,60866952,4,3,5,3,5,5,5,"Hyper growth = increased market share, increased revenue, increased market capitalization.","Hyper growth = long work hours","1","Advanced Micro Device"
"124",267,2022-06-03 13:14:10,TRUE,65067353,5,0,0,0,0,0,0,"Company cares about employees a lot","Too engineering oriented, need to focus more on how to communicate with consumer or end users,","1","Advanced Micro Device"
"125",268,2022-03-15 12:41:00,TRUE,61228451,5,5,5,5,5,5,5,"Good work life balance which is very important.","Nothing i can think of.","1","Advanced Micro Device"
"126",271,2022-03-01 08:32:42,TRUE,60460846,5,1,3,5,4,1,2,"fast pace environment. Good cross-functional team work and culture.","work life balance could be better","1","Advanced Micro Device"
"127",272,2022-03-10 09:32:14,TRUE,60928715,5,4,5,5,5,5,4,"Challenging, values employee feedback, great culture","Can't think of any cons","1","Advanced Micro Device"
"128",274,2022-02-24 15:27:15,TRUE,60251363,3,0,5,4,5,5,3,"Management is great and helpful always","I cant see of cons , because didnt ]experience any yet","1","Advanced Micro Device"
"129",275,2022-06-26 09:07:02,TRUE,65985655,4,4,3,3,3,3,4,"Salary hikes are not good","Work life balance is good","0","Advanced Micro Device"
"130",276,2022-05-02 15:51:16,TRUE,63560259,5,5,4,5,5,5,2,"Good exposure for someone doing their first job. Also good work life balance.","Compensation is low compared to some other companies. Plus I would say that not enough recognition for work.","1","Advanced Micro Device"
"131",279,2022-02-17 13:38:54,TRUE,59867296,5,5,5,5,5,5,5,"Great place to work. Growing company.","none that come to mind","1","Advanced Micro Device"
"132",281,2022-04-06 11:40:03,TRUE,62379014,3,4,5,4,4,4,2,"Great work culture.\r\nGood learning scope.","AMD gives a poor total compensation.","1","Advanced Micro Device"
"133",286,2022-03-28 20:43:22,TRUE,61913344,5,5,5,5,5,4,4,"Work-life balance is pretty good here.","Documentation is pretty rare in our team.","1","Advanced Micro Device"
"134",288,2022-02-09 13:58:36,TRUE,59401688,5,5,5,5,5,5,4,"Good pay, co-workers and culture\r\nCEO has done huge turn around\r\nStock up 10X in 5 years\r\nSolid technology and roadmap","Sometimes acts arrogantly\r\nNeeds to take more bottoms up feedback","1","Advanced Micro Device"
"135",296,2022-04-29 20:47:38,TRUE,63470095,5,3,4,5,4,5,4,"-Competitive Salary\n-A lot to learn","-Work life balance may not be great depending on team","1","Advanced Micro Device"
"136",297,2021-12-27 07:23:33,TRUE,57116319,5,4,5,4,5,5,4,"Focused leadership\nMarket leadership products\nGreat team culture","Benefits are good, base is can be better","1","Advanced Micro Device"
"137",298,2022-01-14 08:15:12,TRUE,57928521,4,5,5,5,5,5,5,"Great leadership, excellent market strategy, great compensation","None come to mind here.","1","Advanced Micro Device"
"138",299,2022-04-12 09:08:06,TRUE,62667433,4,4,5,5,5,4,5,"- Benefits are getting up to speed with the industry\r\n- More focus on sales\r\n- Adopting and adapting new sales tools","- Growth can be slow","1","Advanced Micro Device"
"139",303,2022-02-16 15:55:34,TRUE,59802154,4,2,4,4,3,4,3,"Nice work culture and people around will help you to grow.","Packed deadlines and less work life balance","1","Advanced Micro Device"
"140",304,2022-02-08 06:46:02,TRUE,59300539,4,1,4,5,5,5,3,"Great tech company. Interesting work.","I think all the new hires are getting paid way better than who stayed for a while.","1","Advanced Micro Device"
"141",305,2022-02-28 09:26:44,TRUE,60404363,3,4,4,4,4,4,4,"Good to work on new technology","Not an industry leader like Apple or Nvidia","1","Advanced Micro Device"
"142",309,2022-02-25 09:17:12,TRUE,60290490,2,5,5,5,5,5,5,"Good to work for here","None that I could recollect","1","Advanced Micro Device"
"143",311,2021-10-13 11:31:55,FALSE,53942133,5,1,2,5,1,4,5,"The compensation is very compelling which for many, is sufficient to justify the trade offs in work\u002Flife balance, high stress and toxic executives. Benefits, likewise are good. \r\n\r\nThere are many good, smart, driven colleagues that do excellent work, deliver results and raise the bar for everyone. The cultural diversity is a also positive at AMD. \r\n\r\nThe CEO is whip-smart and is getting proven results which are evident in its surging stock price.","The group in which I worked was led by a highly toxic Senior VP who managed by fear. This individual was a bully pure and simple. They made unreasonable demands, frequently delivered public reprimands, and cared little about their team’s personal lives or work\u002Flife balance. That fear-based management style trickled down to the levels below. If something wasn’t going well in the executive ranks, you could be sure that everyone felt the pain to some degree. \r\n\r\nBecause these executives often achieve the desired results, I believe a blind eye is turned to the methods by which results were achieved. \r\n\r\nI’ll be honest, there’s a lot to admire about Lisa Su but the fear-based culture starts with her. She commonly operates in this way with other executives. \r\n\r\nThese are is THE reasons I left. I wish I didn’t have to but my personal life and mental health were suffering. Many people in the same boat however couldn’t seem to take that step because the next paycheck or bonus is so attractive, and explains why tenure is often quite long.","1","Advanced Micro Device"
"144",312,2021-12-20 09:17:32,TRUE,56904121,5,5,5,5,5,5,4,"Best place for work-life balance","The compensation can be increased further.","1","Advanced Micro Device"
"145",313,2021-12-04 21:07:08,TRUE,56236945,4,3,3,4,5,5,5,"Remote work\r\ngood culture\r\ngood business model","Politics can get in the way","1","Advanced Micro Device"
"146",314,2022-04-13 20:54:47,TRUE,62761998,5,2,4,5,4,5,3,"Flexibility, lots of opportunities internally.","No work life balance, not organized","1","Advanced Micro Device"
"147",315,2021-12-16 13:06:29,FALSE,56783072,5,5,5,5,5,5,5,"Great Place to work at.","Really long working hours during the week.","1","Advanced Micro Device"
"148",316,2021-11-15 14:15:45,TRUE,55390224,4,5,5,5,5,5,4,"Lots of learning\nWork life balance\nNice managers and helpful seniors","Nothing! The company is growing and it's a great time to work here","1","Advanced Micro Device"
"149",318,2021-09-26 10:00:00,TRUE,53109589,3,5,5,5,5,5,5,"Good projects and good senior leadership, pretty relaxed work environment. Get to learn and develop new skills. Good scope to grow career in hardware engineering in CPU\u002Fgraphics and memory subsystem teams.","Some teams have many members working on similar projects and tasks while some teams are stretched thin.","1","Advanced Micro Device"
"150",319,2022-04-13 13:56:43,TRUE,62744978,4,0,0,0,0,0,0,"Light work as compared to other","Below average benefits and compensation.","0","Advanced Micro Device"
"151",324,2021-12-11 07:32:58,TRUE,56543123,5,5,5,5,5,4,4,"Great work and life balance","Not many downsides right now","1","Advanced Micro Device"
"152",325,2021-10-05 01:02:07,TRUE,53530235,2,5,5,5,5,5,5,"1. work life balance\n2. great place to learn tech\n3. good chance to learn great product","1. It's EDA flow is too complex;\n2. Difficult to debug its internal flow;\n3. One team may spread globally.","1","Advanced Micro Device"
"153",326,2021-05-26 05:26:56,FALSE,47481533,5,1,2,2,2,2,2,"Flexible work environment but you’ll be working all the time no matter where you are, free gym membership that you won’t have time to use, good training ground for newbies since everyone does 2-3 jobs, openly supports LGBTQ employees but you have to pretend you don’t have a family if you’re a mom.","AMD operates like the world’s oldest start up. Budgets are always tight with incredibly high expectations and minimal staff. You will easily clock 60-70+ hours\u002Fweek and EVERYTHING will be your job from high level strategic customer meetings\u002Fpresentations to ordering carpeting for vendor booths. It takes much longer to get promoted if you are female although AMD has a female CEO. Very little employee appreciation by managers because all funds are allocated to the business.","0","Advanced Micro Device"
"154",329,2022-01-30 07:12:52,FALSE,58785635,5,3,4,4,5,4,4,"Good pay and good people","Direct level and second level managers could use some work with their soft skills.","1","Advanced Micro Device"
"155",331,2021-11-30 08:34:55,TRUE,56033780,5,1,1,5,2,1,3,"People are generally friendly\nStock is going up\nPay is okay","Terrible working hours\nExtremely old school\nNo life beyond working round the clock\nEverything ...and i mean EVERYTHING is manual. You won't learn anything\nConditions listed above are considered \""normal\"" so this will never change - which is disheartening","1","Advanced Micro Device"
"156",332,2021-11-01 05:58:18,TRUE,54753298,5,5,5,5,5,5,5,"Long days, but short weeks. Compressed schedule.. \nBenefits.\nWork is not hard.","Long days. Redundant work. Night shift.","1","Advanced Micro Device"
"157",333,2021-11-10 09:08:07,TRUE,55174180,5,5,5,5,4,4,5,"Great Work Environment and Culture","Slow pay rise and promotions","1","Advanced Micro Device"
"158",334,2021-09-29 12:23:51,TRUE,53285626,5,4,4,5,3,4,3,"It is a very good place for those who are willing to take challenges as the company is growing","Teams are pretty aggressive at times and requires extra time work","1","Advanced Micro Device"
"159",335,2021-10-31 08:44:09,TRUE,54727048,5,5,5,5,5,5,4,"Great people and engineers to work with. Flexible.","No return offer unless you do two terms.","1","Advanced Micro Device"
"160",336,2021-11-03 14:07:12,TRUE,54878616,4,0,0,0,0,0,0,"They want to teach and help you grow","Long hours during peak times","1","Advanced Micro Device"
"161",342,2021-08-04 17:07:10,TRUE,50701321,2,5,5,5,5,5,5,"Work culture is good, there is a lot of work at AMD. MLSE is growing well. GPU's performance is improving a lot perf\u002FWatt","Not to many issues. Over all the company doing very well. Not many cons.\nOVer all good. Great company after merging","1","Advanced Micro Device"
"162",343,2021-07-31 09:59:23,TRUE,50518960,4,0,0,0,0,0,0,"Rising stock price; marginal benefits; 401K match; paid sick leave (separate from vacation); open to remote work (as long as it isn't TOO remote)","Micromanagers everywhere; creaking G&amp;A infrastructure from the early 2000s; hierarchical (your title is EVERYTHING); typical cheap semiconductor company (margins are razor thin); everything is manual and they are not scaled for growth.","1","Advanced Micro Device"
"163",347,2022-02-02 12:05:06,TRUE,58987061,4,3,5,5,4,5,4,"Talented individuals and good company ethics","Work life balance at times could get difficult to manage","1","Advanced Micro Device"
